fonKodu,firma,durum,fonKategori,sonFiyat,payAdet,portBuyukluk,yatirimciSayi,fonUnvan
DPI,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,9.097321,37286201,339204536.8,151,DENİZ PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
DPK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Katılım Fonu,8.867589,105536257,935852134.4,1382,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU
DPT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,18.328149,17766603,325628955.79,5051,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )
DRA,NEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.190342,32635746,38847693.02,40,NEO PORTFÖY DORA SERBEST FON
DRT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.196055,23170249,27712902.64,496,DENİZ PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON
DSD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,72.013126,53212331,3831986310.9,1381,DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON
DSP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,14.951033,9781407,146242135.97,1216,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU
DTH,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,1.233632,158568800,195615490.56,205,EMAA BLUE PORTFÖY DÖNÜŞÜM TEKNOLOJİLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
DTL,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,3.795965,37897957,143859317.22,3014,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
DTM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.483159,41264653,61202060.76,2643,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON
DTZ,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.245483,110606978,580187021.37,8238,AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON
DUD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,52.322662,7772963,406702117.18,261,DENİZ PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON
DUV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,1.323052,42344669,56024195.31,209,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU
DVS,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.615852,2904703557,4693571259.33,362,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON
DVT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,9.891926,89453973,884872094.24,10897,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON
DXP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,1.811168,24388764,44172153.21,1018,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DYN,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,4.45645,12588142,56098428.18,1588,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON
DZE,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,0.966437,195347300,188790823.38,2876,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)
DZM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,87.602983,122741330,10752506683.42,4016,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON
EBD,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.264739,296938378,78611120.49,557,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON
EBI,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,56.832571,14178130,805779586.7,24,EMAA BLUE PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON
EBS,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,49.7663,94802047,4717947085.3,33,EMAA BLUE PORTFÖY BİRİNCİ SERBEST (DÖVİZ-ABD DOLARI) FON
EC2,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,82.692839,712093,58884975.53,1820,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)
ECA,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.051028,202329293,414983068.21,1191,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON
EDN,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.055525,268487964,283395790.75,35,EMAA BLUE PORTFÖY DENGELİ DEĞİŞKEN FON
EDP,NEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.20393,178470604,214866114.69,83,NEO PORTFÖY KORUNCUK EĞİTİME DESTEK PARA PİYASASI SERBEST FON
EDT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,2.32318,418872490,973116170.66,601,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON
EDU,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.682985,101238664,372860476.02,695,İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON
EGR,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.035216,262186781,271420031.75,117,EMAA BLUE PORTFÖY AGRESİF DEĞİŞKEN FON
EIB,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.692355,441906030,305955683.55,481,ASTRA PORTFÖY DEĞİŞKEN FON
EID,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.884018,47042910,88629670.59,1780,ASTRA PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON)
EIL,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,5.436323,147638828,802612423.1,1205,ASTRA PORTFÖY PARA PİYASASI (TL) FONU
EKF,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,0.140859,8185606537,1153013448.38,4787,ASTRA PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU
ELZ,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,13.31639,17733343,236144119.42,683,ASTRA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
EML,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.20397,34259261,41247107.2,952,AK PORTFÖY EMLAK SEKTÖRÜ DEĞİŞKEN FON
ENJ,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.299669,48438916,62954573.42,646,AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
EP1,EMLAK KATILIM PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.09872,11736069756,12894655611.41,2162,EMLAK KATILIM PORTFÖY PARA PİYASASI KATILIM (TL) FONU
EPA,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.416713,434264822,615228570.33,151,EMAA BLUE PORTFÖY PARA PİYASASI KATILIM (TL) FONU
EPI,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.059698,248778311,263629756.5,320,EMAA BLUE PORTFÖY İNŞAAT SEKTÖRÜ KATILIM FONU
EPK,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Fon Sepeti Fonu,1.369514,168666132,230990570.3,1427,EMAA BLUE PORTFÖY KIYMETLİ MADENLER KATILIM FON SEPETİ FONU
EPP,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.525035,1242281634,1894523235.94,55,EMAA BLUE PORTFÖY PARA PİYASASI SERBEST FON
EPT,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,1.373728,972819532,1336389735.67,68,EMAA BLUE PORTFÖY PARA PİYASASI (TL) FONU
ESG,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.161373,2695594,11217371.23,78,AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON
ESP,AURA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.254145,69309324,17614615.75,251,AURA PORTFÖY EMTİA SERBEST FON
ETN,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.027053,220133340,226088677.85,19,EMAA BLUE PORTFÖY TEMKİNLİ DEĞİŞKEN FON
EUN,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,63.662543,92495976,5888529045.68,3462,GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON
EUZ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,63.21594,2316237189,146423111623.74,38649,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON
EVL,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.000848,25001388,25022597.75,7,EMAA BLUE PORTFÖY ÇOKLU VARLIK KATILIM FONU
EVM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.148574,52401188,60186644.46,648,DENİZ PORTFÖY ENERJİ VE MADENCİLİK SEKTÖRÜ DEĞİŞKEN FON
EYT,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,3.046745,13403744,40837789.77,464,AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU
FAK,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.293343,15502275,20049754.98,346,FONMAP PORTFÖY ALTIN KATILIM FONU
FAL,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,1.243554,259958308,323272203.03,583,ONE PORTFÖY ALTIN FONU
FBC,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.828713,96004939,175565481.23,5652,ONE PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU
FBI,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,53.960165,311926878,16831625732.52,4949,FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
FBV,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.520055,82029702,616867910.46,1854,İŞ PORTFÖY MODEL SERBEST FON
FBZ,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.772116,62442674,297983669.58,391,FİBA PORTFÖY TEKNOLOJİ SERBEST FON
FCK,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.758372,241789272,425155432.31,531,ONE PORTFÖY ÇOKLU VARLIK KATILIM FONU
FD1,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.992507,6594795,13140173.64,136,ONE PORTFÖY BİRİNCİ DEĞİŞKEN FON
FDG,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,2.677103,17759402,47543752.29,696,FONMAP PORTFÖY BİRİNCİ DEĞİŞKEN FON
FDV,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,6.042237,245000000,1480348118.9,1,AZİMUT PORTFÖY DMR SERBEST FON
FFH,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,8.86048,198339417,1757382368.09,2237,QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU
FFP,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,7.812698,252040189,1969113776.03,2378,QNB PORTFÖY FON SEPETİ FONU
FI3,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,810.457699,2354395,1908137405.18,9776,QNB PORTFÖY BORÇLANMA ARAÇLARI FONU
FIB,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,0.503434,9784608761,4925908996.53,12310,FİBA PORTFÖY ALTIN FONU
FID,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.03588,828999507,858743771.47,1693,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON
FIL,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,0.382206,44272634221,16921280644.29,21061,FİBA PORTFÖY PARA PİYASASI (TL) FONU
FIT,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.233896,1175108470,274853168.03,640,FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU
FJB,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.346069,51054651,375050979.2,716,FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON
FJZ,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,66.181267,21673267,1434364277.53,781,FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON
FKE,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,59.739327,815626165,48724958252.13,12163,QNB PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON
FLS,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,62.186273,67288635,4184429438.01,2316,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON
FLY,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.569126,61243121,96098177.71,2129,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON
FMG,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.340903,3613647779,12072847559.46,9949,QNB PORTFÖY GÜMÜŞ SERBEST FON
FMV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.461418,114922583,167949939.3,32,DENİZ PORTFÖY FMV IŞIK ÜNİVERSİTESİ EĞİTİME DESTEK SERBEST FON
FNO,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.20815,52075704418,10839543085.73,6483,QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON
FP4,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.53076,161508033,85721949.58,120,ONE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FPE,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,76.547468,4402136,336972365.68,1408,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU
FPG,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.221602,367055349,815450902.48,1987,FİBA PORTFÖY GÜMÜŞ SERBEST FON
FPH,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,34.75527,36361643,1263758710.68,4491,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
FPI,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,2.718781,26257150,71387449.54,189,FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU
FPK,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.100614,2714711228,273139086.25,1188,FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
FPR,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10.710954,16279521,174369207.69,33,STRATEJİ PORTFÖY FOREST HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FPZ,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,70.352525,1931819000,135908343565.45,19515,QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
FRA,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,32.240795,16346222,527015190.22,2,AZİMUT PORTFÖY MAB SERBEST FON
FRC,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.3031,41940657,54652866.9,186,FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FS5,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.232773,25280519,56445663.72,81,ONE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FS6,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.945811,149807208,291496533.75,392,ONE PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON
FSF,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.118978,2065176771,14701947658.89,7919,FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON
FSG,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.741087,173755551,650034548.79,717,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FSH,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.856567,76016929,369181278.11,517,FİBA PORTFÖY FON SEPETİ SERBEST FON
FSK,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,6.284866,868369630,5457586396.07,2648,QNB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU
FSP,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,16.528893,6558,108396.48,19,FONMAP PORTFÖY SERBEST (DÖVİZ) FON
FSR,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,47.937181,118246953,5668425633.14,2479,FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON
FTL,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.575221,121021337,190635411.02,623,ONE PORTFÖY PARA PİYASASI KATILIM FONU
FUA,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,5.106623,59380027,303231424.44,4702,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
FUB,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.754009,1227707046,925702612.69,2149,QNB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU
FYD,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,11.513767,274010187,3154889446.33,5174,QNB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
FYI,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,11.190502,7337282,82107870.96,328,AZİMUT PORTFÖY 4.0 SERBEST FON
FYO,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.221089,1676443773,2047086637.6,1554,QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU
FZJ,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,5.737344,202029389,1159112164.79,2117,FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU
FZP,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,6.742161,119936371,808630263.28,539,FİBA PORTFÖY SERBEST FON
GA1,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,2.033935,178030896,362103234.88,1626,GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU
GAE,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.459136,3393360375,1558015361.69,15723,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GAF,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.62114,124408557,201683642.82,1480,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GAG,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,18.447715,44885986,828043877.35,229,INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON
GAH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,12.814531,27786145,356066408.17,2676,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON
GAS,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.322583,10206609654,3292481165.98,2261,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON
GBC,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.312871,839929757,262789510.76,1659,AZİMUT PORTFÖY YABANCI HİSSE SENEDİ FONU
GBG,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.597409,351108389,209755318.77,4167,INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU
GBH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.001694,509810687,2040106330.16,2793,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
GBJ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.463481,590034761,863504528.14,1827,GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
GBL,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.892833,4817531659,4301250673.5,1700,AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU
GBN,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.059819,902335178,6370323276.29,386,GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON
GBV,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,13.424756,162926190,2187244317.05,21628,GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON
GBZ,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,3.605458,324378801,1169534250.96,3199,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU
GGK,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,13.908901,175671096,2443391864.98,11559,INVEO PORTFÖY ALTIN FON
GHS,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,38.508869,68008945,2618947563.71,15261,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GID,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.545076,21693347,33517874.23,1884,GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GIE,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,3.6609,21031335,76993618.34,4611,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GIH,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,1.997083,3055419,6101926.46,592,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GJB,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,10.384518,6901884,71672739.3,918,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU
GKF,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,4.285762,10062254,43124426.37,670,GLOBAL MD PORTFÖY KATILIM FONU
GKG,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.415794,32966424,46673671.54,1890,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GKH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.611037,894075849,4122617158.84,1859,GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON
GKV,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,7.923081,31313415,248098720.67,4375,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GL1,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1472.457207,1060156,1561034343.15,984,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GLC,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,4.337879,3868488,16781031.89,67,AKTİF PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU
